food_cate,food_cate_url,food_cate_dis,food_type,food_type_url,food_type_dis,food,calories,food_price,food_url,food_dis
湯滷類,其他的圖片連結,其他的描述,湯品,湯品的圖片連結,湯品的描述,雙月香菇雞湯,105,59,https://www.7-11.com.tw/freshfoods/4_Snacks/images/Snacks_142.png,blank
湯滷類,其他的圖片連結,其他的描述,滷味,滷味的圖片連結,滷味的描述,漢來-XO醬風味椒麻滷味燙,509,85,https://www.7-11.com.tw/freshfoods/4_Snacks/images/Snacks_139.png,blank
湯滷類,其他的圖片連結,其他的描述,關東煮,關東煮的圖片連結,關東煮的描述,麻辣關東煮,153,55,https://www.7-11.com.tw/freshfoods/4_Snacks/images/Snacks_137.png,(豬原料來源：台灣)
湯滷類,其他的圖片連結,其他的描述,關東煮,關東煮的圖片連結,關東煮的描述,味噌關東煮,171,55,https://www.7-11.com.tw/freshfoods/4_Snacks/images/Snacks_133.png,(豬原料來源：台灣)
輕食,輕食的圖片連結,輕食的描述,地瓜,地瓜的圖片連結,地瓜的描述,冰烤地瓜,198,35,https://www.7-11.com.tw/freshfoods/4_Snacks/images/Snacks_131.png,blank
湯滷類,其他的圖片連結,其他的描述,湯品,湯品的圖片連結,湯品的描述,永心鳳茶剝皮辣椒雞湯,116,59,https://www.7-11.com.tw/freshfoods/4_Snacks/images/Snacks_129.png,blank
湯滷類,其他的圖片連結,其他的描述,湯品,湯品的圖片連結,湯品的描述,完熟蕃茄蔬菜湯,166,49,https://www.7-11.com.tw/freshfoods/4_Snacks/images/Snacks_116.png,滿足一日1/3蔬菜量攝取
飯類,米飯類的圖片連結,米飯類的描述,咖哩飯,咖哩飯的圖片連結,咖哩飯的描述,熱浪島-南洋風味咖哩飯,434,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_283.png,blank
飯類,米飯類的圖片連結,米飯類的描述,蛋包飯,蛋包飯的圖片連結,蛋包飯的描述,麻婆豆腐歐姆蛋包飯,586,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_304.png,blank
飯類,米飯類的圖片連結,米飯類的描述,炒飯/油飯,炒飯/油飯的圖片連結,炒飯/油飯的描述,冠軍炒飯-參巴醬雞肉炒飯,552,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_263.png,blank
飯類,米飯類的圖片連結,米飯類的描述,便當,便當的圖片連結,便當的描述,牛角-炭火燒肉便當,447,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_305.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,香蒜白酒蛤蠣義大利麵,438,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_227.png,blank
飯類,米飯類的圖片連結,米飯類的描述,便當,便當的圖片連結,便當的描述,21Plus香草烤雞腿時蔬餐,408,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_302.png,豆魚蛋肉類每份提供7g蛋白質(參考國民健康署每日飲食指南換算一日需求2000大卡者每餐攝取2份豆魚蛋肉類)
飯類,米飯類的圖片連結,米飯類的描述,便當,便當的圖片連結,便當的描述,香烤雞胸鮮蔬餐,378,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_303.png,豆魚蛋肉類每份提供7g蛋白質(參考國民健康署每日飲食指南換算一日需求2000大卡者每餐攝取2份豆魚蛋肉類)
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,烤雞時蔬生義大利麵,456,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_290.png,blank
湯滷類,其他的圖片連結,其他的描述,鍋物,鍋物的圖片連結,鍋物的描述,韓式泡菜豆腐鍋,408,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_300.png,blank
飯類,米飯類的圖片連結,米飯類的描述,炒飯/油飯,炒飯/油飯的圖片連結,炒飯/油飯的描述,辰園-XO醬海鮮炒飯,507,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_301.png,blank
飯類,米飯類的圖片連結,米飯類的描述,便當,便當的圖片連結,便當的描述,星宇航空x胡同秘製燒肉飯,612,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_265.png,(豬原料來源：台灣)
飯類,米飯類的圖片連結,米飯類的描述,丼飯,丼飯的圖片連結,丼飯的描述,一鍋燒-滑蛋嫩雞親子丼,564,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_298.png,blank
湯滷類,其他的圖片連結,其他的描述,鍋物,鍋物的圖片連結,鍋物的描述,晶華-三燔壽喜燒鍋,517,139,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_299.png,blank
麵類,麵類的圖片連結,麵類的描述,牛肉麵/拌麵,牛肉麵/拌麵的圖片連結,牛肉麵/拌麵的描述,漢來-XO醬風味椒麻拌麵,634,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_295.png,blank
麵類,麵類的圖片連結,麵類的描述,牛肉麵/拌麵,牛肉麵/拌麵的圖片連結,牛肉麵/拌麵的描述,頌丹樂-香辣打拋雞拌麵,540,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_296.png,blank
飯類,米飯類的圖片連結,米飯類的描述,燴飯/拌飯,燴飯/拌飯的圖片連結,燴飯/拌飯的描述,頌丹樂-香辣打拋豬肉飯,565,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_297.png,(豬原料來源：台灣)
飯類,米飯類的圖片連結,米飯類的描述,咖哩飯,咖哩飯的圖片連結,咖哩飯的描述,泰式綠咖哩飯(辣),548,70,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_204.png,"嚴選泰式香料添加椰漿，辛香開胃
(豬原料來源：日本)"
飯類,米飯類的圖片連結,米飯類的描述,丼飯,丼飯的圖片連結,丼飯的描述,真飽牛丼,761,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_293.png,(牛原料來源：澳洲)
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,晶華酒店-西班牙風味海鮮燉飯,469,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_294.png,blank
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,黑松露野菇燉飯,616,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_288.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,青醬蛤蠣義大利麵,640,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_286.png,blank
飯類,米飯類的圖片連結,米飯類的描述,丼飯,丼飯的圖片連結,丼飯的描述,韓式炸雞起司丼,679,85,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_306.png,(豬原料來源：加拿大、芬蘭)
飯類,米飯類的圖片連結,米飯類的描述,燉飯/焗飯,燉飯/焗飯的圖片連結,燉飯/焗飯的描述,海鮮起司焗飯,538,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_285.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,燻腸紅醬義大利麵,733,79,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_282.png,(豬原料來源：加拿大)
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,奶油青醬野菇義大利麵,601,89,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_280.png,blank
麵類,麵類的圖片連結,麵類的描述,義大利麵,義大利麵的圖片連結,義大利麵的描述,晶華酒店-松露烤雞義大利麵,510,99,https://www.7-11.com.tw/freshfoods/5_ForeignDishes/images/ForeignDishes_268.png,blank
